item_id,seed_id,category,style,source_text_en,gold_condition,ar_text,ar_text_slang_eg,ar_translator_id,ar_reviewer_id,ar_validation_status,ar_notes
menst-010_canonical,menst-010,menstrual,canonical,I am usually very happy and my cramps do not bother me much. But before my period I feel very low and get really bad cramps. Is this a sign of something more than PMS?,NEEDS_GROUNDING,"أكون عادةً سعيدة ولا تزعجني التقلصات كثيرًا، لكنني قبل الدورة أشعر بانخفاض شديد في المزاج وتأتيني تقلصات قوية جدًا. هل قد يكون هذا أكثر من مجرد متلازمة ما قبل الحيض (PMS)؟","أكون عادة سعيدة ولا تزعجني التقلصات كثيرًا، بس أنا قبل الدورة حاسّة بانخفاض شديد في المزاج وتأتيني تقلصات قوية أوي. ممكن يكون ده أكثر من مجرد متلازمة ما قبل الحيض (PMS)؟",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-010_clinical,menst-010,menstrual,clinical,"Patient reports baseline euthymic mood with typically mild dysmenorrhea, but describes premenstrual low mood and severe cramping; requests differentiation from typical PMS.",NEEDS_GROUNDING,"تفيد المريضة بأن مزاجها مستقر عادةً وأن عسر الطمث لديها خفيف، لكنها تعاني قبل الحيض انخفاضًا في المزاج وتقلصات شديدة، وتطلب التمييز بين ذلك وبين أعراض متلازمة ما قبل الحيض (PMS) المعتادة.","المريضة بتقول إن مزاجها مستقر عادة وأن عسر الدورة عندها خفيف، بس هي بتعاني قبل الحيض انخفاضًا في المزاج وتقلصات شديدة، وعايزة التمييز بين ده وبين أعراض متلازمة ما قبل الحيض (PMS) المعتادة.",ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-010_layperson,menst-010,menstrual,layperson,"Normally I'm in a good mood and my cramps aren't too bad, but right before my period I feel really down and get intense cramps. Could this be more than just regular PMS?",NEEDS_GROUNDING,"عادةً يكون مزاجي جيدًا ولا تكون التقلصات شديدة، لكن قبل الدورة أشعر بحزن شديد وتأتيني تقلصات قوية. هل يمكن أن يكون الأمر أكثر من أعراض ما قبل الدورة العادية؟","عادة يكون مزاجي جيدًا وماتبقاش التقلصات شديدة، بس قبل الدورة حاسّة بحزن شديد وتأتيني تقلصات قوية. ممكن يكون الموضوع أكثر من أعراض ما قبل الدورة العادية؟",ChatGPT 5.6-Sol,Nov,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-010_indirect_cultural,menst-010,menstrual,indirect_cultural,"I'm usually fine, but in the days before my cycle I get really low and the pain gets much worse than usual — could that be something more serious than the usual monthly thing?",NEEDS_GROUNDING,"أكون بخير عادةً، لكن في الأيام التي تسبق الدورة ينخفض مزاجي كثيرًا ويصبح الألم أقوى من المعتاد؛ هل يمكن أن يكون ذلك شيئًا أخطر من المتاعب الشهرية المعتادة؟","أكون بخير عادةً، بس في الأيام اللي تسبق الدورة ينخفض مزاجي كثيرًا ويصبح الوجع أقوى من المعتاد؛ ممكن يكون ده حاجة أخطر من المتاعب الشهرية المعتادة؟",ChatGPT 5.6-Sol,Dec,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-010_ambiguous,menst-010,menstrual,ambiguous,Right before my cycle I feel a lot worse than I think I should — could that be something else going on?,NEEDS_GROUNDING,قبل دورتي مباشرةً أشعر بسوء أكبر مما أظن أنه طبيعي؛ هل يمكن أن يكون هناك أمر آخر؟,قبل دورتي مباشرةً حاسّة بسوء أكبر مما حاسة إنه طبيعي؛ ممكن يكون فيه أمر آخر؟,ChatGPT 5.6-Sol,Jan,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-010_emotionally_concerned,menst-010,menstrual,emotionally_concerned,I'm scared because right before my period I feel so low and the cramps get so much worse than normal — could this mean something more serious than PMS?,NEEDS_GROUNDING,"أشعر بالخوف لأن مزاجي ينخفض جدًا قبل الدورة، وتصبح التقلصات أسوأ بكثير من المعتاد؛ هل قد يعني هذا وجود مشكلة أخطر من متلازمة ما قبل الحيض (PMS)؟","أنا خايفة عشان مزاجي ينخفض أوي قبل الدورة، وتصبح التقلصات أسوأ بكثير من المعتاد؛ هل قد يعني ده وجود مشكلة أخطر من متلازمة ما قبل الحيض (PMS)؟",ChatGPT 5.6-Sol,Feb,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-011_canonical,menst-011,menstrual,canonical,My friend started getting her periods lately and her doctor said it was because of hormonal changes during puberty. How are hormonal changes related to oligomenorrhea?,NEEDS_GROUNDING,"بدأت الدورة الشهرية لدى صديقتي مؤخرًا، وقال طبيبها إن السبب هو التغيرات الهرمونية خلال البلوغ. ما علاقة هذه التغيرات بقلة الطمث؟","بدأت الدورة لدى صاحبتي الفترة الأخيرة، وقال طبيبها إن السبب هو التغيرات الهرمونية وقت البلوغ. إيه علاقة التغيرات دي بقلة الدورة؟",ChatGPT 5.6-Sol,Mar,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-011_clinical,menst-011,menstrual,clinical,"Third-party inquiry regarding a peer recently experiencing menarche, attributed by her physician to pubertal hormonal changes; requests explanation of the relationship between hormonal changes and oligomenorrhea.",NEEDS_GROUNDING,"استفسار من طرف ثالث بشأن صديقة بدأ لديها الطمث مؤخرًا، وعزا الطبيب ذلك إلى التغيرات الهرمونية في سن البلوغ؛ ويُطلب توضيح العلاقة بين هذه التغيرات وقلة الطمث.","حد بيسأل عن واحدة بشأن صديقة بدأ عندها الدورة الفترة الأخيرة، وعزا الدكتور ده إلى التغيرات الهرمونية وقت البلوغ؛ ووعايزين توضيح العلاقة بين التغيرات دي وقلة الدورة.",ChatGPT 5.6-Sol,Apr,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-011_layperson,menst-011,menstrual,layperson,"My friend just started getting her periods, and her doctor said it's due to hormone changes from puberty. How are hormone changes connected to having infrequent periods (oligomenorrhea)?",NEEDS_GROUNDING,"بدأت الدورة الشهرية لدى صديقتي حديثًا، وقال طبيبها إن السبب تغيرات الهرمونات في البلوغ. كيف ترتبط هذه التغيرات بتباعد الدورات أو قلة الطمث؟","بدأت الدورة لدى صاحبتي حديثًا، وقال طبيبها إن السبب تغيرات الهرمونات في البلوغ. إزاي ترتبط التغيرات دي بتباعد الدورات أو قلة الدورة؟",ChatGPT 5.6-Sol,May,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-011_indirect_cultural,menst-011,menstrual,indirect_cultural,My friend just became a woman recently and her doctor talked about hormone changes from growing up — how does that connect to her periods being so spaced out?,NEEDS_GROUNDING,"بدأت صديقتي مرحلة البلوغ مؤخرًا، وتحدث الطبيب عن تغيرات الهرمونات مع النمو؛ فكيف يرتبط ذلك بتباعد دوراتها الشهرية؟","بدأت صاحبتي مرحلة البلوغ الفترة الأخيرة، وتحدث الدكتور عن تغيرات الهرمونات مع النمو؛ فإزاي يرتبط ده بتباعد دوراتها الشهرية؟",ChatGPT 5.6-Sol,Jun,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-011_ambiguous,menst-011,menstrual,ambiguous,My friend's cycle situation got explained as hormones from growing up — how does that actually work?,NEEDS_GROUNDING,قالوا إن ما يحدث في دورة صديقتي سببه هرمونات مرحلة النمو؛ كيف يعمل ذلك بالضبط؟,قالوا إن ما يحصل في دورة صاحبتي سببه هرمونات مرحلة النمو؛ إزاي يعمل ده بالضبط؟,ChatGPT 5.6-Sol,Jul,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-011_emotionally_concerned,menst-011,menstrual,emotionally_concerned,"My friend just started her periods and her doctor mentioned hormonal changes — I'm curious and a little worried, how exactly does that relate to infrequent periods?",NEEDS_GROUNDING,بدأت الدورة لدى صديقتي مؤخرًا وذكر طبيبها التغيرات الهرمونية. أنا فضولية وقلقة قليلًا؛ كيف ترتبط هذه التغيرات تحديدًا بقلة الطمث؟,بدأت الدورة لدى صاحبتي الفترة الأخيرة وذكر طبيبها التغيرات الهرمونية. أنا مستغربة وقلقانة قليلًا؛ إزاي ترتبط التغيرات دي تحديدًا بقلة الدورة؟,ChatGPT 5.6-Sol,Aug,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-012_canonical,menst-012,menstrual,canonical,I have recently become aware of my irregular periods but I don't want to go to a doctor and talk about it. Is there any way to identify if I should seek medical help?,NEEDS_GROUNDING,"لاحظت مؤخرًا أن دورتي غير منتظمة، لكنني لا أرغب في الذهاب إلى طبيب والحديث عن الأمر. هل توجد طريقة أعرف بها إن كنت بحاجة إلى مساعدة طبية؟","لاحظت الفترة الأخيرة أن دورتي مش منتظمة، بس أنا لا عايزة الذهاب إلى طبيب والحديث عن الموضوع. فيه طريقة أعرف بها إن كنت بحاجة إلى مساعدة طبية؟",ChatGPT 5.6-Sol,Sep,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
menst-012_clinical,menst-012,menstrual,clinical,Patient recently noted menstrual irregularity and expresses reluctance to seek in-person consultation; requests self-assessment criteria for when medical evaluation is warranted.,NEEDS_GROUNDING,"لاحظت المريضة حديثًا عدم انتظام الدورة وتبدي ترددًا في طلب استشارة حضورية، وتسأل عن معايير التقييم الذاتي التي تدل على ضرورة الفحص الطبي.","لاحظت المريضة حديثًا لخبطة الدورة وتبدي ترددًا في طلب استشارة حضورية، وبتسأل عن معايير التقييم الذاتي اللي تدل على ضرورة الفحص الطبي.",ChatGPT 5.6-Sol,Oct,reviewed,ترجمة واضحة — حافظت على المعنى والسياق
